Defendant_Sex,Defendant_Race,Defendant_Age,Defendant_IndigencyStatus,WhetherDefendantWasReleasedPretrial,DaysBetweenContactEventAndPretrialRelease,PretrialReleaseType2,BondTypeAtInitialContact,BondAmountAtInitialContact,BondTypeAtRelease_v1,BondAmountAtRelease,Indicator_PresumptiveDenialOfBail_19.2_120,PriorArrests,Locality_JudicialCircuit,Locality_MagisterialRegion,FollowUp_ChargedWithNewFTA,FollowUp_ArrestedforNewOff,CrimeCommission2021ReportClassificationofDefendants,VPRAI_TotalPoints_Opt1,VPRAI_TotalPoints_Opt2,PSA_FTA_TotalPoints,PSA_NCA_TotalPoints,PSA_NVCA_TotalPoints
M,W,49,1,1,0,3,2,1000,2,1000,0,27,   14.00,    6.00,1,1,New criminal offense punishable by incarceration_Released on Secured Bond,3,4,2,4,4
M,W,30,0,1,1,3,2,1500,2,1500,0,7,   21.00,    2.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,5,6,5,6,2
M,W,23,9,1,3,3,2,1500,2,1500,0,0,   27.00,    1.00,0,1,New criminal offense punishable by incarceration_Released on Secured Bond,0,1,0,0,2
F,W,39,1,1,0,1,3,3500,3,3500,0,8,   21.00,    2.00,1,1,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,2,3,1,1,3
M,B,19,0,1,0,1,3,2500,3,2500,0,1,   22.00,    2.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,0,1,0,2,3
M,W,30,1,0,999,0,2,2500,1, ,0,2,   31.00,    5.00,0,0,Defendant Detained Entire Pre-Trial Period_Held on Secured Bond,0,1,1,3,3
M,W,30,1,1,0,1,3,5000,3,5000,1,1,   20.00,    4.00,0,1,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,0,1,0,0,2
M,W,26,0,1,3,6,1, ,2,2500,1,0,   23.00,    2.00,0,0,New criminal offense punishable by incarceration_Released on Secured Bond,0,1,0,0,2
F,W,42,0,1,0,1,3,1500,3,1500,1,0,   15.00,    6.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,0,1,0,0,0
F,B,30,1,1,3,1,1, ,3,2500,0,0,   15.00,    6.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,0,1,0,0,2
M,W,43,9,1,0,9,3,3000,7, ,0,8,   15.00,    6.00,0,0,Defendant could not be classified or tracked due to insufficeint data,2,3,1,2,3
F,W,60,0,1,6,1,1, ,3,1000,2,3,    6.00,    3.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,0,1,0,0,2
M,W,61,0,1,1,3,2,2500,2,2500,0,11,   29.00,    1.00,0,0,New criminal offense punishable by incarceration_Released on Secured Bond,2,3,1,3,4
M,W,51,0,1,3,4,1, ,3,2500,0,17,   15.00,    6.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,9,10,3,8,5
M,W,35,0,1,0,6,2,1000,2,1000,0,0,    9.00,    6.00,0,0,New criminal offense punishable by incarceration_Released on Secured Bond,0,1,0,0,2
M,B,36,0,1,3,6,1, ,2,2500,1,2,   18.00,    5.00,0,0,New criminal offense punishable by incarceration_Released on Secured Bond,5,6,1,1,1
F,B,47,1,1,4,6,1, ,2,2000,1,0,    1.00,    8.00,0,0,New criminal offense punishable by incarceration_Released on Secured Bond,0,1,0,0,2
M,B,33,1,1,0,3,2,1200,2,1200,0,3,    1.00,    8.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,6,7,1,2,1
F,B,39,0,1,0,1,3,1000,3,1000,0,5,   22.00,    2.00,1,1,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,2,3,1,2,2
M,W,28,1,1,0,1,3,1000,3,1000,0,6,   27.00,    1.00,0,1,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,2,3,1,4,4
F,B,26,1,1,0,1,5, ,3,1000,1,1,    8.00,    8.00,0,1,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,0,1,0,0,0
F,W,55,1,1,6,3,1, ,2,2000,2,11,   24.00,    2.00,0,0,New criminal offense punishable by incarceration_Released on Secured Bond,3,4,2,4,5
M,A,52,0,1,0,1,3,2000,3,2000,0,4,   24.00,    2.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,0,1,0,0,2
M,B,27,1,1,0,1,3,2000,3,2000,0,15,   24.00,    2.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,3,4,2,7,3
F,B,20,0,1,0,3,2,1000,2,1000,0,3,   21.00,    2.00,0,0,New criminal offense punishable by incarceration_Released on Secured Bond,3,4,5,5,1
F,W,35,9,1,0,1,3,2500,3,2500,0,7,    4.00,    7.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,4,5,2,7,4
M,W,22,9,1,0,1,3,2500,3,2500,0,0,    4.00,    7.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,0,1,0,2,2
M,B,38,1,1,0,3,2,1000,2,1000,2,31,    4.00,    7.00,0,0,New criminal offense punishable by incarceration_Released on Secured Bond,8,9,3,9,6
F,W,26,1,1,13,3,1, ,2,5000,0,1,    4.00,    7.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,0,1,1,3,1
M,W,51,0,1,0,1,3,1000,3,1000,0,0,    4.00,    7.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,0,1,0,0,2
F,B,27,1,1,0,1,3,5000,3,5000,0,0,    4.00,    7.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,0,1,0,0,2
M,B,52,1,0,999,0,1, ,1, ,2,28,    3.00,    7.00,0,0,Defendant Detained Entire Pre-Trial Period_Held Without Bond,4,5,4,7,5
M,B,26,0,1,0,1,3,2000,3,2000,0,6,   13.00,    6.00,1,1,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,0,1,0,0,2
M,W,27,1,1,0,9,3,2500,7, ,0,7,   23.00,    2.00,0,0,Defendant could not be classified or tracked due to insufficeint data,3,4,3,5,5
F,W,28,1,1,0,1,3,2500,3,2500,0,2,   25.00,    2.00,1,1,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,2,3,1,1,1
M,B,57,0,1,33,3,1, ,2,2000,2,18,    5.00,    8.00,0,0,New criminal offense punishable by incarceration_Released on Secured Bond,7,8,1,6,5
M,B,25,0,0,999,0,1, ,1, ,0,11,    5.00,    8.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,6,7,1,5,2
F,W,20,9,1,0,1,3,1500,3,1500,0,1,    2.00,    7.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,0,1,0,2,3
M,W,37,9,1,0,9,3,2500,7, ,0,3,    2.00,    7.00,0,0,Defendant could not be classified or tracked due to insufficeint data,2,3,1,1,3
F,W,48,1,1,0,3,2,2000,2,2000,0,1,    2.00,    7.00,0,1,New criminal offense punishable by incarceration_Released on Secured Bond,2,3,1,3,3
M,B,22,1,1,1,3,2,2500,2,2500,0,1,   25.00,    2.00,0,0,New criminal offense punishable by incarceration_Released on Secured Bond,2,3,1,4,4
F,W,42,1,0,999,0,1, ,1, ,2,34,    9.00,    6.00,0,0,Defendant Detained Entire Pre-Trial Period_Held Without Bond,3,4,2,6,5
F,B,45,0,1,0,1,3,2500,3,2500,0,0,   11.00,    3.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,0,1,0,0,2
M,W,47,1,1,0,3,2,1500,2,1500,9,2,   17.00,    5.00,1,1,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,2,3,1,2,2
M,W,27,0,1,0,3,2,1000,2,1000,1,4,   25.00,    2.00,0,0,New criminal offense punishable by incarceration_Released on Secured Bond,8,9,2,4,2
M,W,31,0,1,0,1,3,500,3,500,0,1,   25.00,    2.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,0,1,0,0,2
M,B,34,0,1,71,3,1, ,2,200000,0,1,   10.00,    3.00,0,0,New criminal offense punishable by incarceration_Released on Secured Bond,3,4,0,0,0
F,B,38,0,1,0,1,3,500,3,500,0,0,   12.00,    3.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,0,1,0,0,2
M,W,32,9,1,0,1,3,1500,3,1500,0,2,   19.00,    5.00,0,1,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,0,1,0,0,2
F,W,24,0,1,0,1,3,10000,3,10000,0,4,   19.00,    5.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,3,4,0,0,0
F,B,43,9,1,40,1,2,9000,3,500,0,8,   19.00,    5.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,5,6,3,6,3
M,W,35,0,1,0,1,3,1500,3,1500,0,1,   19.00,    5.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,2,3,1,1,3
M,W,48,0,1,0,1,3,2500,3,2500,0,0,   19.00,    5.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,0,1,0,0,2
M,W,49,9,1,0,1,3,2500,3,2500,0,2,   19.00,    5.00,0,1,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,2,3,1,1,3
M,A,35,0,1,0,1,3,2000,3,2000,0,0,   19.00,    5.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,0,1,0,0,2
M,W,27,1,1,0,1,3,5000,3,5000,0,1,   26.00,    4.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,2,3,1,1,3
M,B,33,1,0,999,0,2,2000,1, ,0,9,   15.00,    6.00,0,0,Defendant Detained Entire Pre-Trial Period_Held on Secured Bond,5,6,6,6,2
M,W,20,1,1,1,3,2,1000,2,1000,0,5,   14.00,    6.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,2,3,4,7,2
M,W,52,0,1,9,3,2,1070,2,500,0,7,   14.00,    6.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,3,4,2,2,2
M,B,18,1,1,0,1,3,5000,3,5000,0,0,   14.00,    6.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,0,1,0,2,3
F,A,31,0,1,0,1,3,4000,3,4000,0,0,   14.00,    6.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,0,1,0,0,2
F,W,36,9,1,50,9,2,1500,7, ,0,24,   14.00,    6.00,0,0,Defendant could not be classified or tracked due to insufficeint data,4,5,3,7,4
M,W,50,9,1,0,1,3,1500,3,1500,0,1,   21.00,    2.00,0,1,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,2,3,1,1,3
M,B,21,9,1,0,1,3,3000,3,3000,0,1,   10.00,    3.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,2,3,1,3,3
M,W,31,1,1,11,3,1, ,2,2500,0,13,   27.00,    1.00,0,0,New criminal offense punishable by incarceration_Released on Secured Bond,5,6,3,6,4
M,B,32,0,1,0,3,2,5000,2,5000,0,0,    6.00,    3.00,0,0,New criminal offense punishable by incarceration_Released on Secured Bond,0,1,0,0,0
F,W,38,99,1,0,1,3,5000,3,5000,0,9,    6.00,    3.00, , ,Defendant could not be classified or tracked due to insufficeint data,0,1,0,0,2
F,W,19,1,1,5,4,2,30000,4, ,0,4,   31.00,    5.00,0,1,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,2,3,1,3,4
M,B,34,0,1,0,1,3,2000,3,2000,0,0,   31.00,    5.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,0,1,0,0,2
M,W,45,0,1,0,1,3,1500,3,1500,0,1,   31.00,    5.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,2,3,1,1,3
M,B,38,0,1,0,1,4, ,4, ,0,0,   31.00,    5.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,0,1,0,0,2
F,W,30,1,1,0,3,2,20000,2,20000,0,1,   31.00,    5.00,0,0,New criminal offense punishable by incarceration_Released on Secured Bond,0,1,0,0,2
M,W,55,0,1,3,3,1, ,2,2500,0,2,   31.00,    5.00,0,0,New criminal offense punishable by incarceration_Released on Secured Bond,0,1,0,0,2
M,B,26,0,1,17,3,1, ,2,5000,1,2,   31.00,    5.00,0,0,New criminal offense punishable by incarceration_Released on Secured Bond,2,3,1,1,3
M,W,40,9,1,0,1,3,3000,3,3000,0,0,   31.00,    5.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,0,1,0,0,2
M,W,59,1,1,0,1,3,2000,3,2000,0,0,   31.00,    5.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,0,1,0,0,2
M,W,26,1,1,25,1,1, ,3,1500,0,1,   26.00,    4.00,1,1,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,2,3,1,1,1
M,B,57,1,0,999,0,2,2500,1, ,0,33,   26.00,    4.00,0,0,Defendant Detained Entire Pre-Trial Period_Held on Secured Bond,5,6,2,9,6
M,W,58,1,1,0,1,3,2500,3,2500,0,18,   29.00,    1.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,2,3,2,5,4
M,W,47,0,1,0,1,3,1500,3,1500,0,0,   15.00,    6.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,0,1,0,0,2
M,W,61,1,1,0,1,3,1500,3,1500,0,0,   15.00,    6.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,0,1,0,0,2
M,W,18,9,1,0,1,3,1500,3,1500,0,0,   15.00,    6.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,0,1,0,2,3
M,B,44,0,1,0,3,2,1000,2,1000,0,1,   15.00,    6.00,0,0,New criminal offense punishable by incarceration_Released on Secured Bond,2,3,1,3,3
M,B,34,9,1,0,3,2,2000,2,2000,0,25,   18.00,    5.00,0,1,New criminal offense punishable by incarceration_Released on Secured Bond,8,9,2,8,5
F,W,55,0,1,2,6,1, ,2,1500,0,1,    1.00,    8.00,0,0,New criminal offense punishable by incarceration_Released on Secured Bond,2,3,1,1,3
M,B,29,0,1,11,3,1, ,2,1000,2,10,    1.00,    8.00,0,1,New criminal offense punishable by incarceration_Released on Secured Bond,10,11,1,6,3
F,B,55,0,1,3,3,2,2500,2,2500,0,3,    1.00,    8.00,0,1,New criminal offense punishable by incarceration_Released on Secured Bond,5,6,1,3,3
F,B,35,0,1,0,1,3,2000,3,2000,0,4,   22.00,    2.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,3,4,3,3,2
F,B,33,0,1,0,1,5, ,3,1000,1,0,    8.00,    8.00,0,1,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,0,1,0,0,0
M,W,21,1,1,0,1,3,2500,3,2500,0,0,    8.00,    8.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,0,1,0,2,2
M,B,71,1,1,0,1,3,2000,3,2000,0,3,   21.00,    2.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,3,4,1,2,4
M,B,58,1,1,0,1,3,1000,3,1000,0,22,    7.00,    8.00,0,1,Contact Event was for new criminal offense NOT punishable by incarceration,2,3,1,2,1
F,B,27,0,1,0,1,3,2000,3,2000,0,0,    7.00,    8.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,0,1,0,0,0
M,B,40,1,1,0,1,3,2500,3,2500,0,0,    4.00,    7.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,0,1,0,0,2
M,B,31,1,1,2,3,2,1000,2,1000,0,2,    4.00,    7.00,0,1,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,0,1,2,3,1
M,B,50,99,1,0,1,3,1000,3,1000,0,19,    4.00,    7.00, , ,Defendant could not be classified or tracked due to insufficeint data,4,5,3,8,3
M, ,29,1,0,999,0,2,1500,1, ,0,0,    4.00,    7.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,0,1,0,0,0
F,W,65,1,0,999,0,3,5000,1, ,1,1,    4.00,    7.00,0,0,Defendant Detained Entire Pre-Trial Period_UndeterminedBondType,0,1,0,0,0
M,W,56,1,1,5,3,1, ,2,4000,2,33,   11.00,    3.00,0,0,New criminal offense punishable by incarceration_Released on Secured Bond,3,4,2,6,5
M,B,33,1,1,0,1,3,2500,3,2500,0,4,   11.00,    3.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,7,8,4,3,1
F,B,27,1,1,0,1,3,500,3,500,0,0,   11.00,    3.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,0,1,0,0,2
F,B,25,1,1,0,1,3,500,3,500,9,2,   13.00,    6.00,1,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,0,1,0,0,0
F,B,40,1,1,0,1,3,1500,3,1500,0,12,   13.00,    6.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,3,4,4,2,3
M,W,29,0,1,0,3,2,1000,2,1000,0,2,   13.00,    6.00,0,0,New criminal offense punishable by incarceration_Released on Secured Bond,2,3,1,1,3
F,B,24,0,1,0,1,3,500,3,500,0,0,   13.00,    6.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,0,1,0,0,0
M,W,28,0,1,0,1,3,750,3,750,0,1,   23.00,    2.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,0,1,1,3,1
M,B,49,1,1,1,3,2,3000,2,3000,0,19,    5.00,    8.00,0,0,New criminal offense punishable by incarceration_Released on Secured Bond,8,9,2,6,5
M,W,25,9,1,3,3,1, ,2,3500,0,0,    2.00,    7.00,0,1,New criminal offense punishable by incarceration_Released on Secured Bond,0,1,0,0,2
M,A,37,1,1,0,3,2,1500,2,1500,0,1,    2.00,    7.00,0,0,New criminal offense punishable by incarceration_Released on Secured Bond,0,1,0,0,2
M,B,44,1,1,3,3,1, ,2,3000,0,56,   26.00,    4.00,0,0,New criminal offense punishable by incarceration_Released on Secured Bond,6,7,5,10,6
M, ,30,1,1,0,3,2,2000,2,2000,0,0,   16.00,    4.00,0,0,New criminal offense punishable by incarceration_Released on Secured Bond,0,1,0,0,2
M,W,42,1,1,0,1,3,1000,3,1000,0,2,   16.00,    4.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,2,3,1,1,3
F,W,41,9,1,0,1,3,750,3,750,0,1,   11.00,    3.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,0,1,0,0,2
M,W,43,0,1,0,1,3,2500,3,2500,0,2,   11.00,    3.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,0,1,0,0,2
F,W,19,9,1,0,1,3,1500,3,1500,0,0,   29.00,    1.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,0,1,0,2,3
M,W,19,0,1,0,1,3,1000,3,1000,0,1,   24.00,    2.00,0,1,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,2,3,1,5,4
M,W,67,9,1,0,1,3,2500,3,2500,0,0,   15.00,    6.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,0,1,0,0,2
M,W,46,0,1,0,1,3,1000,3,1000,0,0,   27.00,    1.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,0,1,0,0,2
F,W,21,1,1,0,1,3,1000,3,1000,0,1,   27.00,    1.00,0,1,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,0,1,0,2,2
M,W,26,0,1,0,1,3,1500,3,1500,0,3,   12.00,    3.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,2,3,1,2,4
M,B,26,1,1,1,1,1, ,3,2500,0,6,   12.00,    3.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,2,3,1,4,2
M,B,23,1,1,0,4,3,1500,3,1500,0,1,   12.00,    3.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,2,3,1,3,3
F,B,31,1,1,0,1,3,1500,3,1500,0,3,   10.00,    3.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,2,3,1,4,4
M,A,53,1,1,0,1,3,1500,3,1500,0,0,   19.00,    5.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,0,1,0,0,2
M,B,23,1,1,0,1,3,3000,3,3000,0,1,   20.00,    4.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,2,3,1,1,3
M,B,21,1,1,0,1,3,1000,3,1000,0,4,   22.00,    2.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,2,3,1,3,3
M,W,33,1,1,1,1,3,5000,3,5000,0,6,   26.00,    4.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,0,1,0,0,2
M,W,47,0,1,0,1,3,4000,3,4000,0,1,   15.00,    6.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,2,3,1,1,1
F,B,26,1,1,0,1,3,2500,3,2500,0,0,   14.00,    6.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,0,1,0,0,2
M,W,25,0,1,0,3,2,1000,2,1000,0,1,   14.00,    6.00,0,0,New criminal offense punishable by incarceration_Released on Secured Bond,2,3,1,1,3
M,B,49,0,1,0,1,3,3000,3,3000,1,1,   14.00,    6.00,0,1,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,0,1,0,0,0
M,W,30,1,0,999,0,1, ,1, ,0,5,   14.00,    6.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,7,8,1,5,3
M,B,49,1,1,4,9,2,10000,7, ,0,25,   14.00,    6.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,3,4,3,6,3
M,B,42,0,0,999,0,1, ,1, ,0,40,   21.00,    2.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,3,4,3,8,3
M,W,77,0,1,0,1,3,5000,3,2500,1,14,   15.00,    6.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,2,3,1,2,3
F,B,24,0,1,0,3,2,3000,2,3000,0,3,   16.00,    4.00,0,0,New criminal offense punishable by incarceration_Released on Secured Bond,5,6,2,3,1
M,B,18,1,1,0,3,2,1500,2,1500,0,1,   10.00,    3.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,0,1,1,5,1
F,B,44,0,1,0,1,3,1500,3,1500,0,2,   22.00,    2.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,2,3,1,1,3
M,W,29,0,1,2,3,2,5000,2,5000,0,1,   31.00,    5.00,0,0,New criminal offense punishable by incarceration_Released on Secured Bond,2,3,1,1,3
M,W,38,0,1,0,1,3,2500,3,2500,0,1,   31.00,    5.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,2,3,1,1,3
M,B,22,0,1,0,1,3,2000,3,2000,0,0,   31.00,    5.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,0,1,0,2,2
M,W,32,1,0,999,0,1, ,1, ,2,14,   31.00,    5.00,0,0,Defendant Detained Entire Pre-Trial Period_Held Without Bond,4,5,3,4,3
M,W,24,1,1,0,1,3,1000,3,1000,0,0,   26.00,    4.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,0,1,0,0,2
M,W,33,1,1,0,1,3,1500,3,1500,0,4,   26.00,    4.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,2,3,1,3,3
F,W,35,1,1,0,1,3,2500,3,2500,0,23,   28.00,    1.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,4,5,3,5,2
M,W,32,0,0,999,0,1, ,1, ,2,2,   15.00,    6.00,0,0,Defendant Detained Entire Pre-Trial Period_Held Without Bond,2,3,1,4,4
M,W,37,0,1,0,3,2,1500,2,1500,0,4,   15.00,    6.00,0,1,New criminal offense punishable by incarceration_Released on Secured Bond,6,7,2,5,5
M,W,45,1,1,0,1,3,1500,3,1500,0,9,   29.00,    1.00,1,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,3,4,2,1,1
M,W,53,1,1,0,4,3,3500,3,3500,0,0,   28.00,    1.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,0,1,0,0,2
M,W,26,1,1,0,3,2,1500,2,1500,0,0,    9.00,    6.00,0,0,New criminal offense punishable by incarceration_Released on Secured Bond,0,1,0,0,2
F,W,23,1,1,0,1,3,1500,3,1500,0,0,   18.00,    5.00,1,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,0,1,0,0,2
F,B,30,0,1,0,1,3,2500,3,2500,0,1,   22.00,    2.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,2,3,1,1,3
F,W,30,1,1,0,3,2,3000,2,3000,0,19,   22.00,    2.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,5,6,5,7,2
F,B,25,0,1,0,3,2,2500,2,2500,0,0,   22.00,    2.00,0,0,New criminal offense punishable by incarceration_Released on Secured Bond,0,1,0,0,2
F,W,32,1,1,0,1,3,2500,3,2500,0,0,   22.00,    2.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,0,1,0,0,2
M,B,28,1,1,0,3,2,2000,2,2000,0,6,    8.00,    8.00,1,1,New criminal offense punishable by incarceration_Released on Secured Bond,2,3,2,8,5
M,W,36,1,1,0,1,3,1000,3,1000,9,0,    8.00,    8.00,1,1,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,0,1,0,0,0
M,W,26,1,1,0,4,3,5000,3,5000,0,4,   24.00,    2.00,1,1,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,5,6,2,4,4
F,B,55,9,1,0,1,3,2500,3,2500,0,2,    7.00,    8.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,0,1,0,0,0
M,B,30,0,1,0,1,3,2500,3,2500,0,0,    7.00,    8.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,0,1,0,0,2
M,B,36,1,1,0,3,2,1500,2,1500,0,21,    7.00,    8.00,0,1,New criminal offense punishable by incarceration_Released on Secured Bond,6,7,2,1,1
F,B,18,1,1,0,3,2,1500,2,1500,0,0,    7.00,    8.00,0,0,New criminal offense punishable by incarceration_Released on Secured Bond,0,1,0,2,3
F,W,47,0,1,0,1,3,1000,3,1000,0,0,    4.00,    7.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,0,1,0,0,2
M,B,34,9,1,0,1,3,2000,3,2000,0,2,    4.00,    7.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,0,1,1,3,3
M,B,23,1,1,3,3,1, ,2,5000,2,0,   11.00,    3.00,0,0,New criminal offense punishable by incarceration_Released on Secured Bond,0,1,0,0,2
M,W,25,1,1,23,3,1, ,2,1500,1,0,    3.00,    7.00,0,0,New criminal offense punishable by incarceration_Released on Secured Bond,0,1,0,0,2
M,W,39,0,1,14,3,1, ,2,7500,2,45,   27.00,    1.00,0,0,New criminal offense punishable by incarceration_Released on Secured Bond,7,8,2,9,6
M,B,38,1,1,1,9,1, ,7, ,2,64,   13.00,    6.00,0,1,Defendant could not be classified or tracked due to insufficeint data,10,11,5,10,6
M,B,24,1,1,0,1,3,500,3,500,1,13,   13.00,    6.00,1,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,8,9,2,8,3
M,B,55,1,1,0,1,3,1000,3,1000,0,3,   23.00,    2.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,2,3,1,1,3
